campaign_id,category,category_id,goal_amount,duration_days,profile_score,content_length,image_count,has_video,story_word_count,owner_campaign_count,owner_credential_approved,has_budget_report,early_views,early_backers,success,launch_seq
236,Giáo dục,2,44377943.3291657,23,48.91707119864407,9473,3,1.0,1641,1,1.0,0.0,268,7,0,235
237,Y tế,3,115277869.09065218,72,19.054219405226902,5674,5,1.0,4812,0,1.0,0.0,283,8,0,236
238,Môi trường,0,109816045.17587939,39,58.74668158910185,9253,7,0.0,2248,0,1.0,0.0,307,9,0,237
239,Giáo dục,2,50759980.613156356,40,40.75171176280874,12297,7,1.0,279,0,1.0,0.0,295,9,0,238
240,Khởi nghiệp,1,89547112.57410416,29,51.41121145267853,14472,10,0.0,2729,1,1.0,0.0,311,2,0,239
241,Khởi nghiệp,1,384674058.26285434,76,44.462784436648235,15571,9,0.0,2171,0,0.0,1.0,291,4,0,240
242,Giáo dục,2,55634054.993910864,10,60.11474891494886,7852,2,1.0,1214,1,1.0,0.0,293,8,1,241
243,Y tế,3,31832907.50388717,34,26.845432172867376,14792,10,1.0,552,0,0.0,1.0,305,7,0,242
244,Y tế,3,292935773.49227834,70,32.65909509218019,9026,3,0.0,4441,0,0.0,0.0,277,1,0,243
245,Công nghệ,5,190980534.335058,62,100.0,7487,8,1.0,4101,3,0.0,0.0,346,10,1,244
246,Khởi nghiệp,1,66353516.08855988,86,36.25154837451938,3691,5,0.0,3474,0,0.0,0.0,298,7,0,245
247,Văn hóa,4,26613823.911542702,31,40.06428843090721,5684,4,0.0,284,0,0.0,0.0,291,10,0,246
248,Y tế,3,58974034.47659653,80,98.73827056642628,13752,0,0.0,4377,0,1.0,0.0,286,5,1,247
249,Công nghệ,5,113581452.99048857,93,100.0,4720,4,0.0,2471,2,1.0,0.0,308,6,1,248
250,Công nghệ,5,362084614.9345792,51,38.56866742349317,2000,0,1.0,2482,3,1.0,1.0,306,5,1,249
251,Văn hóa,4,44689410.22836147,36,54.63502086423939,5803,8,1.0,4412,1,1.0,0.0,306,7,0,250
252,Giáo dục,2,110409430.8543439,70,68.83111101881019,19814,10,1.0,2275,1,1.0,1.0,307,7,0,251
253,Y tế,3,227210492.81288248,72,96.57395288811185,3420,3,0.0,1333,3,0.0,1.0,292,9,0,252
254,Y tế,3,12457034.319280937,17,42.26285843143525,3302,6,0.0,1338,0,1.0,0.0,294,15,0,253
255,Văn hóa,4,319445379.0388166,71,57.094443081157806,8361,3,0.0,4648,4,1.0,0.0,276,8,0,254
256,Khởi nghiệp,1,38906502.59344377,24,77.54675152123488,7968,3,1.0,2815,5,0.0,0.0,285,5,1,255
257,Công nghệ,5,164003072.24005735,71,70.69532148933237,18445,7,0.0,2978,0,0.0,0.0,307,6,0,256
258,Văn hóa,4,151235531.701866,113,54.47687857539802,5136,5,0.0,3047,1,1.0,1.0,288,10,0,257
259,Môi trường,0,335239939.8900231,68,59.32354070967918,8636,10,1.0,1258,0,1.0,1.0,284,8,1,258
260,Khởi nghiệp,1,201919197.2750452,93,34.50208383260036,6167,4,1.0,2215,1,0.0,0.0,296,11,0,259
261,Khởi nghiệp,1,12504186.0830751,42,57.2365251205067,5372,8,0.0,4767,1,1.0,0.0,276,2,1,260
262,Y tế,3,56766658.619254395,112,56.672250199820894,6787,5,0.0,897,2,0.0,1.0,310,8,0,261
263,Khởi nghiệp,1,136426269.01065823,99,66.64339779252512,5513,7,1.0,4766,1,0.0,1.0,315,5,1,262
264,Khởi nghiệp,1,99410580.35706282,111,50.89345562361968,14507,4,0.0,1510,0,0.0,0.0,303,8,0,263
265,Khởi nghiệp,1,188334499.6525698,91,71.43077045090278,15907,5,0.0,1619,1,0.0,1.0,296,6,1,264
266,Môi trường,0,253252665.9243982,81,82.25431635639657,3946,5,1.0,268,2,1.0,0.0,293,6,1,265
267,Giáo dục,2,213261388.97839558,66,65.10858655336932,10170,2,0.0,3385,0,0.0,0.0,315,8,0,266
268,Khởi nghiệp,1,97604953.63704355,112,69.03512816798407,5645,7,0.0,1731,0,1.0,0.0,281,7,0,267
269,Y tế,3,20706947.696531918,103,63.063106951557344,17417,7,0.0,2405,4,0.0,0.0,301,7,0,268
270,Khởi nghiệp,1,77616672.47731237,54,62.00168786182828,2473,7,0.0,2987,0,1.0,1.0,290,11,1,269
271,Khởi nghiệp,1,177689773.23407722,16,47.56883932914305,8478,10,0.0,3244,1,1.0,0.0,273,9,0,270
272,Công nghệ,5,42460088.98936049,7,68.32988523346616,6963,9,0.0,4787,1,1.0,0.0,320,5,1,271
273,Văn hóa,4,217935780.7447782,33,60.05426803173021,7587,4,0.0,2867,2,1.0,0.0,289,11,0,272
274,Khởi nghiệp,1,283571153.6132437,14,100.0,18854,6,0.0,1053,4,1.0,0.0,270,8,1,273
275,Môi trường,0,134964673.9183538,31,93.46709804950484,11044,3,1.0,3576,2,1.0,0.0,295,11,1,274
276,Công nghệ,5,6513640.84217418,19,69.71693105113002,7912,5,1.0,466,0,1.0,0.0,313,6,0,275
277,Văn hóa,4,35527445.03813438,118,46.73885580610465,16255,3,0.0,4249,0,1.0,1.0,278,12,0,276
278,Giáo dục,2,500000000.0,17,39.75177056033164,15658,10,0.0,1622,1,0.0,0.0,334,4,0,277
279,Văn hóa,4,71184744.915634,78,85.82285906177731,3323,6,1.0,3666,1,0.0,1.0,320,7,1,278
280,Khởi nghiệp,1,18166030.24610926,47,67.25498450294278,9503,4,1.0,952,0,0.0,0.0,310,3,1,279
281,Giáo dục,2,386825799.39586717,26,71.60286806783222,8535,9,1.0,2152,3,0.0,1.0,305,8,0,280
282,Giáo dục,2,121167908.10994963,86,27.108280260516146,9267,0,0.0,3538,0,0.0,1.0,302,4,0,281
283,Văn hóa,4,341785349.35233736,117,80.54876963116362,7303,0,0.0,3182,4,0.0,0.0,306,5,0,282
284,Khởi nghiệp,1,155648488.11764574,97,71.08840676428726,16567,7,0.0,227,4,1.0,0.0,268,5,1,283
285,Giáo dục,2,184956492.44317672,118,39.79138631171044,19921,5,1.0,366,1,0.0,1.0,280,8,1,284
286,Công nghệ,5,168906993.20449445,74,52.569503851001016,1022,6,0.0,4908,2,1.0,0.0,277,9,1,285
287,Khởi nghiệp,1,232084919.81105644,83,67.27434408713039,17204,1,0.0,2738,0,0.0,1.0,294,7,0,286
288,Môi trường,0,500000000.0,23,63.049335967124875,17365,5,0.0,4307,2,1.0,0.0,307,4,0,287
289,Văn hóa,4,300950398.21825904,104,56.1565762839289,7629,11,0.0,548,0,0.0,0.0,310,6,0,288
290,Công nghệ,5,26660073.99045127,92,59.93023463868078,9961,7,0.0,2555,0,0.0,0.0,289,2,0,289
291,Giáo dục,2,182877747.20736098,35,56.960452435862294,2490,6,0.0,2966,1,0.0,1.0,331,12,1,290
292,Môi trường,0,353858165.9656861,47,65.05125024204938,7346,4,0.0,4620,0,1.0,0.0,265,4,0,291
293,Y tế,3,375048446.48214114,76,91.42983945986313,5145,4,1.0,3610,1,0.0,1.0,289,4,0,292
294,Khởi nghiệp,1,79775361.85745063,8,10.66683118137405,18183,0,1.0,3214,3,1.0,1.0,294,9,0,293
295,Y tế,3,361834405.922616,100,57.262994709806314,2588,6,0.0,1608,0,0.0,0.0,308,7,1,294
296,Môi trường,0,288831860.6111069,38,65.53024842744894,7127,8,1.0,4970,4,1.0,0.0,307,5,1,295
297,Văn hóa,4,500000000.0,15,67.91987979374198,9877,0,1.0,1772,0,0.0,0.0,317,6,0,296
298,Văn hóa,4,58673477.454114884,44,54.561708373574206,19565,3,0.0,1535,4,1.0,0.0,333,13,0,297
299,Y tế,3,73881236.69685268,102,26.86556435042835,16438,2,0.0,3673,0,0.0,1.0,300,9,1,298
300,Y tế,3,89449690.1496763,38,68.5599096742822,18758,2,0.0,4985,1,0.0,0.0,342,5,1,299
301,Khởi nghiệp,1,75096833.9054737,68,96.5470042832837,6548,5,0.0,4312,0,0.0,0.0,321,11,0,300
302,Công nghệ,5,51365653.52578203,99,31.322771901677246,5724,0,0.0,1065,1,0.0,1.0,311,10,0,301
303,Khởi nghiệp,1,8670684.270798681,10,79.27656027396377,11641,7,0.0,4113,2,0.0,0.0,307,8,1,302
304,Giáo dục,2,79164260.60594326,93,55.429495537542124,7141,7,0.0,1896,4,1.0,0.0,295,13,1,303
305,Công nghệ,5,169928812.39815176,39,60.773513083423055,808,4,0.0,1265,3,0.0,0.0,282,2,1,304
306,Môi trường,0,74883134.2904818,86,40.94202978592102,16337,0,0.0,4689,1,0.0,0.0,311,6,0,305
307,Môi trường,0,500000000.0,28,55.31087655288247,2349,2,0.0,4759,1,1.0,1.0,327,11,1,306
308,Văn hóa,4,121170235.78158379,22,88.00089189397917,4314,9,1.0,1978,0,0.0,0.0,263,14,0,307
309,Giáo dục,2,407877565.3571199,96,73.65310483975414,18893,0,0.0,325,0,0.0,0.0,321,8,0,308
310,Y tế,3,153367780.9770715,99,96.64623210819889,14773,4,0.0,1207,0,1.0,0.0,322,4,1,309
311,Y tế,3,262322952.13911673,118,85.54823777955387,13028,1,0.0,2797,0,1.0,0.0,330,6,0,310
312,Văn hóa,4,155986414.71117264,84,70.78173357859153,3018,7,1.0,485,2,1.0,1.0,294,11,1,311
313,Y tế,3,439147278.1483845,60,96.87869052335584,5390,3,1.0,1290,0,0.0,0.0,315,8,1,312
314,Giáo dục,2,126170204.48664238,29,70.77986317476598,4509,6,0.0,914,1,1.0,1.0,274,7,1,313
315,Y tế,3,191675553.03590572,40,78.55976353594119,13005,7,0.0,4770,4,0.0,1.0,340,6,0,314
316,Văn hóa,4,169441160.18509737,80,56.06858092930583,10259,11,0.0,1905,3,1.0,0.0,279,7,0,315
317,Giáo dục,2,90978048.92506288,46,63.3309163171841,7530,4,0.0,2024,0,1.0,1.0,276,5,1,316
318,Khởi nghiệp,1,175778142.3452728,62,48.05152353399446,15044,6,1.0,2221,0,1.0,0.0,291,12,1,317
319,Giáo dục,2,500000000.0,26,81.79167869189706,15670,1,0.0,262,2,0.0,1.0,290,6,0,318
320,Công nghệ,5,92537350.02235956,57,38.43392753770269,14918,9,1.0,2803,0,0.0,0.0,289,9,1,319
321,Môi trường,0,178213289.7978903,34,77.64700684835323,2562,3,0.0,4579,3,1.0,0.0,302,7,1,320
322,Khởi nghiệp,1,395195051.92462766,19,58.18697884989681,12373,3,0.0,4105,1,1.0,0.0,319,10,0,321
323,Công nghệ,5,353445767.9266666,22,85.42494186934638,4595,5,1.0,1403,4,1.0,0.0,311,8,1,322
324,Văn hóa,4,120979370.44474728,66,77.0173797746252,5806,0,0.0,264,0,1.0,1.0,309,11,1,323
325,Môi trường,0,12431955.003712332,48,98.41292315293603,19577,6,1.0,3912,3,1.0,0.0,265,5,1,324
326,Khởi nghiệp,1,195460266.77201968,18,76.61549382277289,8599,8,0.0,4237,1,0.0,0.0,291,7,1,325
327,Văn hóa,4,14526708.147556653,65,30.559194886935188,15858,6,1.0,4624,1,0.0,0.0,339,11,1,326
328,Văn hóa,4,483441256.6442542,25,60.660936542035984,5301,0,0.0,2970,0,0.0,1.0,306,6,0,327
329,Văn hóa,4,140539644.98309532,8,38.559856148103684,19460,5,0.0,2472,2,0.0,1.0,345,13,1,328
330,Công nghệ,5,309259200.2134906,22,51.63440315267451,5901,7,1.0,3831,2,0.0,0.0,260,7,0,329
331,Y tế,3,50779049.635153145,58,92.22456866553443,4048,0,0.0,3513,4,1.0,0.0,286,10,1,330
332,Công nghệ,5,27374374.605121084,115,74.75067621795392,6802,2,0.0,3833,3,1.0,0.0,285,10,0,331
333,Y tế,3,153270771.71011192,34,48.021391428425076,3882,8,1.0,1564,0,1.0,1.0,269,10,0,332
334,Giáo dục,2,115881274.82331543,39,41.72565267119202,12177,6,0.0,4535,0,0.0,1.0,319,10,1,333
335,Y tế,3,75002815.82661597,34,62.65564185752522,3308,6,1.0,378,0,1.0,0.0,306,10,0,334
336,Giáo dục,2,129660261.78186001,47,37.668797012377446,4548,11,0.0,648,4,1.0,1.0,272,11,1,335
337,Y tế,3,500000000.0,88,48.577194452068376,14191,6,0.0,3342,0,1.0,0.0,297,6,0,336
338,Công nghệ,5,264353893.73363638,43,68.24018943102487,1330,7,0.0,2943,4,1.0,1.0,292,14,1,337
339,Công nghệ,5,324249446.9626954,81,85.10624072213392,9089,13,0.0,2859,2,1.0,0.0,276,8,1,338
340,Y tế,3,266728020.3933682,109,74.17522944448879,14002,4,1.0,4563,2,1.0,0.0,309,11,1,339
341,Môi trường,0,487835607.2427222,114,16.174209828038002,9186,3,0.0,4380,1,0.0,0.0,292,8,0,340
342,Y tế,3,99875194.62596102,71,68.0873345806052,925,6,0.0,3652,2,1.0,0.0,319,15,1,341
343,Khởi nghiệp,1,16987303.290423524,88,63.44067146465156,3581,6,0.0,990,1,0.0,1.0,268,9,1,342
344,Khởi nghiệp,1,100016244.28843445,111,70.27780570745387,19430,3,0.0,663,1,0.0,0.0,310,11,1,343
345,Công nghệ,5,258692052.17005712,96,94.32419363302415,15556,2,0.0,870,2,0.0,1.0,285,5,1,344
346,Giáo dục,2,47616486.993501015,41,20.735234463905144,7330,12,1.0,3147,1,1.0,1.0,309,9,1,345
347,Văn hóa,4,101184116.10707322,22,50.17793149617789,17536,6,1.0,3621,0,1.0,1.0,310,7,0,346
348,Giáo dục,2,62010776.60704932,20,73.81812645586709,628,3,1.0,4039,2,1.0,1.0,326,10,1,347
349,Y tế,3,498407109.1353294,107,30.368112010921152,1423,8,0.0,694,1,0.0,0.0,327,10,0,348
350,Y tế,3,243830571.90718392,70,91.51898096107018,17749,5,0.0,1519,2,0.0,0.0,281,9,1,349
351,Công nghệ,5,222172261.04858133,40,69.36713225401317,13647,4,0.0,1822,0,1.0,0.0,311,9,1,350
352,Khởi nghiệp,1,215942180.61235708,46,78.93167971686808,12196,7,1.0,3235,0,0.0,0.0,311,7,1,351
353,Y tế,3,115480611.73572664,39,50.58112676956411,7218,1,0.0,423,4,1.0,1.0,282,8,1,352
354,Giáo dục,2,144339463.45929956,98,78.27527379932421,16439,6,0.0,4233,4,0.0,0.0,310,7,1,353
355,Giáo dục,2,38805581.54477686,76,83.36943111978077,12359,11,0.0,586,3,1.0,0.0,307,8,1,354
356,Công nghệ,5,14989793.89053863,107,66.65756040274337,8982,6,1.0,2714,1,1.0,0.0,315,7,1,355
357,Môi trường,0,137974173.0545498,41,66.68801785397392,7920,4,1.0,4677,1,1.0,0.0,304,8,1,356
358,Y tế,3,162760563.53481522,60,67.40686478563453,7406,3,1.0,1132,3,0.0,1.0,302,6,0,357
359,Giáo dục,2,377394395.3139903,20,44.733094705212366,11718,4,0.0,3499,1,1.0,0.0,308,10,0,358
360,Công nghệ,5,500000000.0,117,59.04942639519294,13276,4,1.0,2838,0,1.0,1.0,321,12,1,359
361,Khởi nghiệp,1,500000000.0,65,58.94954935095282,16193,4,0.0,4135,4,1.0,1.0,301,4,0,360
362,Khởi nghiệp,1,46356755.374133445,70,69.6678772870699,8417,8,0.0,3022,1,1.0,1.0,309,10,1,361
363,Môi trường,0,85613044.3524959,54,81.9964849382059,5450,0,0.0,4271,4,0.0,0.0,256,10,1,362
364,Giáo dục,2,188822424.99659288,37,40.829278360431815,11346,8,0.0,2133,0,0.0,1.0,305,8,0,363
365,Môi trường,0,500000000.0,115,59.49981939360845,11876,4,0.0,986,2,0.0,0.0,307,5,0,364
366,Y tế,3,488130938.0620975,62,91.62911095317946,5917,6,0.0,3462,5,0.0,0.0,316,7,1,365
367,Khởi nghiệp,1,346511756.01033956,83,47.12823542374872,1929,2,0.0,4844,1,1.0,1.0,297,6,1,366
368,Giáo dục,2,82772086.44002993,11,45.554999654193594,6986,9,1.0,2279,1,0.0,1.0,293,10,1,367
369,Y tế,3,51699586.96641946,38,66.04612383662388,1876,9,1.0,4135,0,0.0,0.0,298,12,1,368
370,Văn hóa,4,253142337.982853,98,78.88770380970641,2102,8,1.0,4411,3,0.0,1.0,311,17,1,369
371,Môi trường,0,42050077.98575545,17,62.22852111121318,19335,0,0.0,3298,0,0.0,0.0,324,13,0,370
372,Môi trường,0,95390110.40896396,18,88.57921180873979,15736,7,0.0,3999,1,0.0,0.0,286,7,1,371
373,Khởi nghiệp,1,107280874.49760842,99,79.13587965133054,1191,6,1.0,2902,0,1.0,1.0,321,9,1,372
374,Y tế,3,500000000.0,42,78.83640133780123,7302,0,0.0,4062,4,0.0,0.0,292,11,0,373
375,Công nghệ,5,85415450.55036685,38,73.08233002648187,5465,5,0.0,1813,3,1.0,1.0,310,12,1,374
376,Môi trường,0,11789417.244635306,71,100.0,19512,6,0.0,2725,1,0.0,0.0,282,9,1,375
377,Môi trường,0,193197282.76479,29,57.89676622267912,9033,7,1.0,573,0,0.0,1.0,313,14,0,376
378,Y tế,3,61585021.38191845,11,21.929554158669724,5565,6,0.0,1142,4,1.0,1.0,312,9,1,377
379,Công nghệ,5,124585087.3811917,7,94.08508723034282,12877,6,1.0,2979,1,0.0,1.0,295,7,1,378
380,Văn hóa,4,110180505.08733748,16,52.84601138086349,9763,9,0.0,3677,0,0.0,0.0,279,7,0,379
381,Y tế,3,92247081.54105315,25,64.15760888686066,4152,9,0.0,342,0,1.0,1.0,324,8,0,380
382,Môi trường,0,253487115.35339448,86,88.19101369721054,6457,0,0.0,530,0,1.0,0.0,344,13,1,381
383,Y tế,3,27889989.010261673,40,29.954809178821492,2983,4,0.0,230,0,1.0,1.0,293,5,0,382
384,Giáo dục,2,73209553.76228979,15,36.967055717877216,14031,5,0.0,2684,0,0.0,0.0,319,9,0,383
385,Giáo dục,2,229138233.11554995,8,29.974441257622928,19428,0,0.0,1809,2,1.0,0.0,279,7,0,384
386,Giáo dục,2,66760320.89372288,61,46.11727419949152,16263,5,0.0,454,1,1.0,1.0,289,9,1,385
387,Y tế,3,25948740.381692436,102,70.79273212033988,7819,9,0.0,4009,2,1.0,0.0,318,5,1,386
388,Văn hóa,4,225792631.45652777,45,72.48375685625543,9996,2,1.0,2736,0,0.0,0.0,320,10,0,387
389,Khởi nghiệp,1,347731051.67148197,14,67.52548358657107,1686,6,0.0,248,1,0.0,1.0,318,4,0,388
390,Môi trường,0,114633948.4579961,33,33.74468232215267,7655,2,0.0,3492,4,0.0,0.0,298,6,0,389
391,Môi trường,0,18572576.731436487,63,15.797931267347117,1125,3,0.0,4574,1,0.0,0.0,299,10,1,390
392,Giáo dục,2,233962466.14436242,28,63.087071707807645,15022,9,0.0,2212,2,1.0,0.0,297,13,1,391
393,Y tế,3,24719587.72568902,118,52.564479327233286,18229,3,0.0,4758,0,0.0,0.0,292,4,0,392
394,Văn hóa,4,160428563.30420506,94,71.18771543433223,4233,6,1.0,2201,4,0.0,0.0,285,9,0,393
395,Giáo dục,2,51490576.4066217,46,76.0390725244254,13642,0,0.0,571,0,0.0,0.0,257,3,0,394
396,Y tế,3,39751283.12911589,115,64.76482864117364,12189,11,1.0,789,3,0.0,0.0,311,5,0,395
397,Công nghệ,5,78623837.20691629,44,77.20266170751708,8647,7,0.0,521,1,0.0,0.0,309,8,0,396
398,Văn hóa,4,100520005.10183632,22,66.58422748230137,14805,4,0.0,1648,2,0.0,0.0,353,7,0,397
399,Văn hóa,4,64876898.44430702,113,72.60129411202934,13755,7,1.0,2047,2,0.0,1.0,295,7,1,398
400,Giáo dục,2,209297682.41052505,116,47.906534742602354,5750,1,0.0,2332,0,1.0,1.0,314,10,1,399
401,Môi trường,0,78313776.4919012,42,58.40777172337083,16070,9,0.0,2507,3,0.0,0.0,299,10,0,400
402,Công nghệ,5,303587772.635546,74,65.93552193313914,13286,4,0.0,4345,0,1.0,0.0,281,5,1,401
403,Y tế,3,156272917.42745948,26,78.41056950834837,6593,4,1.0,255,2,0.0,1.0,320,6,1,402
404,Môi trường,0,61670771.29707209,80,54.12517655550856,14836,4,1.0,4510,1,0.0,0.0,276,7,0,403
405,Giáo dục,2,52554280.63837607,85,72.42334511464225,12992,3,0.0,1346,2,0.0,0.0,270,4,0,404
406,Môi trường,0,25012306.354745228,87,56.68322416169242,2789,7,1.0,4777,0,0.0,0.0,290,6,0,405
407,Công nghệ,5,157698654.35798326,71,59.649156653437394,3744,6,0.0,848,1,0.0,0.0,309,13,1,406
408,Y tế,3,85424357.1063056,87,78.59038084048146,6816,7,0.0,681,0,0.0,1.0,299,9,1,407
409,Văn hóa,4,12564855.746835664,70,22.138792578916885,1364,5,1.0,783,2,1.0,1.0,310,6,1,408
410,Giáo dục,2,71920425.96482526,100,36.07055343850478,8422,7,0.0,1621,1,0.0,1.0,327,4,0,409
411,Môi trường,0,50831036.06750581,27,32.35629205114358,9500,4,0.0,4719,0,0.0,0.0,292,8,0,410
412,Y tế,3,500000000.0,62,15.327677603033905,15631,12,1.0,2421,1,1.0,0.0,309,5,1,411
413,Y tế,3,23732603.09333213,54,48.434711196896465,3844,0,0.0,993,1,0.0,0.0,294,7,0,412
414,Khởi nghiệp,1,30423221.51037754,67,76.9886779945548,11566,9,1.0,3280,0,0.0,0.0,296,6,1,413
415,Văn hóa,4,343422203.08087474,23,56.302318672348505,13459,9,0.0,2638,1,0.0,0.0,321,4,1,414
416,Khởi nghiệp,1,434160569.56243604,43,65.95580163883704,9266,2,0.0,3573,0,0.0,1.0,286,9,0,415
417,Văn hóa,4,58953892.19983964,115,83.78434993421585,18193,12,0.0,3759,5,0.0,0.0,256,7,0,416
418,Văn hóa,4,65628359.39399761,18,88.55372264535383,6716,8,1.0,3972,3,1.0,1.0,293,7,1,417
419,Môi trường,0,214844190.22095114,79,60.61724130547721,8454,8,0.0,926,2,1.0,0.0,319,6,0,418
420,Khởi nghiệp,1,13114842.904472029,82,89.07171779138795,579,5,0.0,2580,3,1.0,0.0,313,12,1,419
421,Môi trường,0,20416745.9038777,61,63.84253316868218,8509,4,1.0,3227,0,0.0,1.0,304,7,1,420
422,Văn hóa,4,91633113.84651412,10,45.25203552345076,894,4,1.0,2871,0,0.0,1.0,288,12,0,421
423,Khởi nghiệp,1,500000000.0,10,50.1119929560253,19685,6,1.0,4868,1,0.0,0.0,303,6,0,422
424,Y tế,3,79086790.0983104,38,32.389269748699675,5188,9,0.0,4810,0,0.0,0.0,267,8,0,423
425,Giáo dục,2,131680613.2688145,18,44.23732292532695,16336,6,0.0,4097,1,0.0,0.0,307,4,1,424
426,Môi trường,0,351281975.8565234,17,54.83966623851142,2775,2,0.0,1352,2,0.0,0.0,299,8,0,425
427,Công nghệ,5,500000000.0,25,78.07170038757204,5847,7,1.0,2738,3,0.0,0.0,322,3,0,426
428,Văn hóa,4,69164200.3339743,28,96.41539662331968,2831,8,1.0,4058,0,0.0,0.0,312,5,1,427
429,Khởi nghiệp,1,117741854.52425937,102,34.3563696924592,7690,7,1.0,1487,2,0.0,1.0,277,8,1,428
430,Công nghệ,5,500000000.0,79,69.85654936519838,12253,7,0.0,3616,1,1.0,0.0,291,2,1,429
431,Văn hóa,4,28174015.883540917,10,41.189121216849315,8686,4,0.0,1396,2,0.0,1.0,293,12,0,430
432,Văn hóa,4,317567838.1777343,78,71.49394176926404,12306,2,0.0,872,0,1.0,1.0,296,3,1,431
433,Khởi nghiệp,1,45471678.71316431,22,59.37826698624547,16223,2,0.0,1351,3,0.0,0.0,300,6,1,432
434,Môi trường,0,131872848.68177652,55,25.381883483049393,1373,0,0.0,4647,1,1.0,0.0,251,7,0,433
435,Môi trường,0,95011823.99923302,11,80.56593983136969,8773,6,0.0,4977,4,0.0,0.0,303,9,0,434
436,Y tế,3,48152758.26148937,17,49.89998574382538,12081,5,1.0,4305,0,0.0,1.0,308,5,0,435
437,Văn hóa,4,47018569.092602864,22,51.321995232528906,10707,4,1.0,1502,2,0.0,1.0,302,8,0,436
438,Công nghệ,5,155568023.80338287,56,40.6049517742062,3343,0,1.0,3941,1,0.0,1.0,309,8,1,437
439,Công nghệ,5,308046825.9707144,59,48.91433446624889,4529,1,1.0,1247,1,1.0,0.0,290,10,1,438
440,Y tế,3,105767157.32842612,47,70.55780881389835,7855,8,1.0,808,2,0.0,0.0,278,10,1,439
441,Y tế,3,127880590.63312906,77,58.21511318127189,13200,3,1.0,1441,1,0.0,0.0,324,11,0,440
442,Khởi nghiệp,1,205841160.33132327,89,68.57324004564963,19798,6,0.0,870,0,1.0,0.0,276,11,1,441
443,Môi trường,0,47534302.46998807,90,69.23843707857688,7684,1,0.0,3274,0,0.0,1.0,275,7,0,442
444,Khởi nghiệp,1,241579189.22285458,73,88.41323311056334,10679,9,0.0,3479,3,1.0,0.0,309,6,1,443
445,Môi trường,0,260568396.23168272,69,55.14427698271241,6476,5,0.0,371,3,1.0,0.0,292,6,0,444
446,Văn hóa,4,500000000.0,63,32.462843663085366,1166,6,0.0,714,4,0.0,0.0,308,6,1,445
447,Y tế,3,83695939.26818465,34,83.34444833143966,8268,12,1.0,2499,1,0.0,0.0,301,8,0,446
448,Văn hóa,4,77425155.205671,62,55.370236558054906,7279,10,1.0,743,0,0.0,1.0,295,8,1,447
449,Môi trường,0,248391720.95888236,8,84.29184889154755,3435,4,1.0,4175,1,1.0,0.0,302,11,0,448
450,Công nghệ,5,260509258.67548373,117,69.66754226364941,13582,3,1.0,2121,1,0.0,1.0,290,9,0,449
451,Văn hóa,4,71963327.30910976,49,59.3772493959331,5540,4,1.0,2181,0,0.0,1.0,328,12,0,450
452,Công nghệ,5,81571904.81548977,93,68.9755178809259,4879,7,0.0,225,4,0.0,1.0,306,5,1,451
453,Y tế,3,200049280.4293707,116,100.0,8090,5,1.0,3567,5,1.0,1.0,286,11,1,452
454,Giáo dục,2,54504562.47690235,63,100.0,19306,4,1.0,3663,2,1.0,1.0,329,9,0,453
455,Y tế,3,81002672.94277264,105,63.38762270265558,12909,9,1.0,3830,1,1.0,1.0,313,9,1,454
456,Y tế,3,130269133.88015229,61,65.20381186634151,8793,5,0.0,2792,0,1.0,0.0,294,6,1,455
457,Khởi nghiệp,1,308163717.66685635,22,83.52480314932771,16502,12,0.0,1493,4,1.0,0.0,323,9,0,456
458,Môi trường,0,67364674.052363,10,45.08677934465305,911,5,1.0,575,1,0.0,0.0,315,8,1,457
459,Y tế,3,20784846.823469747,22,68.6614074523651,7067,10,0.0,1714,1,1.0,0.0,289,13,1,458
460,Môi trường,0,19369929.696219094,114,61.48274304092287,11041,6,0.0,2809,2,1.0,0.0,276,11,1,459
461,Môi trường,0,36163380.87001752,61,68.27816422915107,10029,8,0.0,759,0,0.0,1.0,307,5,0,460
462,Môi trường,0,34362989.88403455,43,45.332623881011884,13685,3,0.0,459,1,1.0,0.0,286,5,0,461
463,Y tế,3,103297091.65229423,57,30.20865013382062,14184,2,0.0,1241,0,1.0,0.0,322,4,0,462
464,Công nghệ,5,38669581.99884762,36,20.540331280174165,9391,6,1.0,539,3,0.0,1.0,317,8,0,463
465,Giáo dục,2,61366999.92751857,106,39.65231774020784,18627,8,1.0,268,1,0.0,0.0,274,11,0,464
466,Môi trường,0,57346272.81428675,120,52.82649430121334,18599,5,1.0,2530,3,0.0,1.0,312,10,0,465
467,Y tế,3,78728637.74925336,16,56.136168267024765,9765,1,0.0,3776,1,1.0,0.0,283,11,0,466
468,Giáo dục,2,420257894.34178656,88,100.0,18087,1,0.0,2599,1,0.0,1.0,266,8,0,467
469,Y tế,3,224379687.86024013,45,84.11986739814597,12996,1,0.0,638,0,1.0,1.0,299,9,1,468
470,Giáo dục,2,121487622.66821891,12,42.75817767316745,3209,0,0.0,1827,2,0.0,0.0,290,9,0,469
471,Y tế,3,77208879.93525556,112,68.95416904901914,2831,5,0.0,370,0,1.0,0.0,313,6,1,470
472,Khởi nghiệp,1,79274651.01790488,14,53.858435272993496,2058,8,1.0,3184,0,0.0,0.0,316,12,0,471
473,Công nghệ,5,163342396.30683947,30,56.3127232391981,4629,5,1.0,1319,1,1.0,0.0,288,3,1,472
