user_id,campaign_id,category,event_type,occurred_at
user-0120,699,Khởi nghiệp,SEARCH,2025-05-07T04:00:00+00:00
user-0230,186,Giáo dục,VIEW,2025-05-07T06:00:00+00:00
user-0264,789,Công nghệ,FOLLOW,2025-05-07T08:00:00+00:00
user-0186,410,Giáo dục,VIEW,2025-05-07T10:00:00+00:00
user-0022,813,Khởi nghiệp,VIEW,2025-05-07T12:00:00+00:00
user-0273,100,Công nghệ,VIEW,2025-05-07T14:00:00+00:00
user-0140,809,Y tế,VIEW,2025-05-07T16:00:00+00:00
user-0061,347,Văn hóa,VIEW,2025-05-07T18:00:00+00:00
user-0114,670,Công nghệ,SEARCH,2025-05-07T20:00:00+00:00
user-0055,342,Y tế,VIEW,2025-05-07T22:00:00+00:00
user-0031,271,Khởi nghiệp,CONTRIBUTE,2025-05-08T00:00:00+00:00
user-0128,953,Môi trường,SEARCH,2025-05-08T02:00:00+00:00
user-0087,861,Giáo dục,SEARCH,2025-05-08T04:00:00+00:00
user-0148,279,Văn hóa,VIEW,2025-05-08T06:00:00+00:00
user-0179,229,Giáo dục,VIEW,2025-05-08T08:00:00+00:00
user-0174,562,Giáo dục,SEARCH,2025-05-08T10:00:00+00:00
user-0216,352,Khởi nghiệp,SEARCH,2025-05-08T12:00:00+00:00
user-0279,644,Y tế,VIEW,2025-05-08T14:00:00+00:00
user-0018,582,Môi trường,SEARCH,2025-05-08T16:00:00+00:00
user-0174,217,Giáo dục,FOLLOW,2025-05-08T18:00:00+00:00
user-0062,191,Môi trường,VIEW,2025-05-08T20:00:00+00:00
user-0033,268,Khởi nghiệp,SEARCH,2025-05-08T22:00:00+00:00
user-0060,154,Văn hóa,FOLLOW,2025-05-09T00:00:00+00:00
user-0165,44,Giáo dục,FOLLOW,2025-05-09T02:00:00+00:00
user-0152,547,Môi trường,VIEW,2025-05-09T04:00:00+00:00
user-0234,153,Công nghệ,SEARCH,2025-05-09T06:00:00+00:00
user-0235,469,Y tế,SEARCH,2025-05-09T08:00:00+00:00
user-0135,393,Y tế,VIEW,2025-05-09T10:00:00+00:00
user-0300,428,Văn hóa,SEARCH,2025-05-09T12:00:00+00:00
user-0118,270,Khởi nghiệp,FOLLOW,2025-05-09T14:00:00+00:00
user-0224,668,Môi trường,SEARCH,2025-05-09T16:00:00+00:00
user-0198,555,Văn hóa,SEARCH,2025-05-09T18:00:00+00:00
user-0123,490,Môi trường,SEARCH,2025-05-09T20:00:00+00:00
user-0095,786,Công nghệ,VIEW,2025-05-09T22:00:00+00:00
user-0127,64,Y tế,FOLLOW,2025-05-10T00:00:00+00:00
user-0131,841,Khởi nghiệp,VIEW,2025-05-10T02:00:00+00:00
user-0169,1,Giáo dục,VIEW,2025-05-10T04:00:00+00:00
user-0066,712,Văn hóa,FOLLOW,2025-05-10T06:00:00+00:00
user-0239,294,Khởi nghiệp,FOLLOW,2025-05-10T08:00:00+00:00
user-0216,270,Khởi nghiệp,FOLLOW,2025-05-10T10:00:00+00:00
user-0116,301,Khởi nghiệp,SEARCH,2025-05-10T12:00:00+00:00
user-0298,656,Công nghệ,VIEW,2025-05-10T14:00:00+00:00
user-0203,936,Giáo dục,SEARCH,2025-05-10T16:00:00+00:00
user-0049,86,Văn hóa,SEARCH,2025-05-10T18:00:00+00:00
user-0187,2,Y tế,VIEW,2025-05-10T20:00:00+00:00
user-0246,238,Môi trường,CONTRIBUTE,2025-05-10T22:00:00+00:00
user-0291,77,Y tế,VIEW,2025-05-11T00:00:00+00:00
user-0089,909,Môi trường,FOLLOW,2025-05-11T02:00:00+00:00
user-0138,139,Giáo dục,VIEW,2025-05-11T04:00:00+00:00
user-0098,541,Văn hóa,VIEW,2025-05-11T06:00:00+00:00
user-0269,444,Khởi nghiệp,VIEW,2025-05-11T08:00:00+00:00
user-0262,673,Công nghệ,FOLLOW,2025-05-11T10:00:00+00:00
user-0188,388,Văn hóa,SEARCH,2025-05-11T12:00:00+00:00
user-0050,8,Văn hóa,FOLLOW,2025-05-11T14:00:00+00:00
user-0274,140,Văn hóa,VIEW,2025-05-11T16:00:00+00:00
user-0001,801,Giáo dục,VIEW,2025-05-11T18:00:00+00:00
user-0137,569,Khởi nghiệp,VIEW,2025-05-11T20:00:00+00:00
user-0286,627,Giáo dục,VIEW,2025-05-11T22:00:00+00:00
user-0079,702,Y tế,VIEW,2025-05-12T00:00:00+00:00
user-0216,457,Khởi nghiệp,VIEW,2025-05-12T02:00:00+00:00
user-0178,556,Giáo dục,VIEW,2025-05-12T04:00:00+00:00
user-0290,620,Khởi nghiệp,FOLLOW,2025-05-12T06:00:00+00:00
user-0043,676,Văn hóa,FOLLOW,2025-05-12T08:00:00+00:00
user-0205,132,Giáo dục,FOLLOW,2025-05-12T10:00:00+00:00
user-0027,991,Công nghệ,VIEW,2025-05-12T12:00:00+00:00
user-0078,757,Khởi nghiệp,SEARCH,2025-05-12T14:00:00+00:00
user-0287,412,Y tế,VIEW,2025-05-12T16:00:00+00:00
user-0110,409,Văn hóa,CONTRIBUTE,2025-05-12T18:00:00+00:00
user-0078,772,Công nghệ,VIEW,2025-05-12T20:00:00+00:00
user-0255,244,Y tế,CONTRIBUTE,2025-05-12T22:00:00+00:00
user-0081,151,Khởi nghiệp,VIEW,2025-05-13T00:00:00+00:00
user-0226,109,Môi trường,VIEW,2025-05-13T02:00:00+00:00
user-0192,175,Giáo dục,SEARCH,2025-05-13T04:00:00+00:00
user-0248,846,Công nghệ,SEARCH,2025-05-13T06:00:00+00:00
user-0222,634,Giáo dục,VIEW,2025-05-13T08:00:00+00:00
user-0060,751,Y tế,SEARCH,2025-05-13T10:00:00+00:00
user-0223,247,Văn hóa,VIEW,2025-05-13T12:00:00+00:00
user-0207,732,Công nghệ,SEARCH,2025-05-13T14:00:00+00:00
user-0274,382,Môi trường,VIEW,2025-05-13T16:00:00+00:00
user-0123,417,Văn hóa,VIEW,2025-05-13T18:00:00+00:00
user-0124,169,Giáo dục,VIEW,2025-05-13T20:00:00+00:00
user-0237,212,Giáo dục,VIEW,2025-05-13T22:00:00+00:00
user-0125,428,Văn hóa,VIEW,2025-05-14T00:00:00+00:00
user-0166,268,Khởi nghiệp,VIEW,2025-05-14T02:00:00+00:00
user-0036,676,Văn hóa,SEARCH,2025-05-14T04:00:00+00:00
user-0194,268,Khởi nghiệp,SEARCH,2025-05-14T06:00:00+00:00
user-0222,336,Giáo dục,SEARCH,2025-05-14T08:00:00+00:00
user-0226,188,Y tế,VIEW,2025-05-14T10:00:00+00:00
user-0065,908,Giáo dục,SEARCH,2025-05-14T12:00:00+00:00
user-0297,512,Giáo dục,SEARCH,2025-05-14T14:00:00+00:00
user-0221,596,Khởi nghiệp,VIEW,2025-05-14T16:00:00+00:00
user-0129,699,Khởi nghiệp,VIEW,2025-05-14T18:00:00+00:00
user-0062,603,Môi trường,VIEW,2025-05-14T20:00:00+00:00
user-0300,125,Khởi nghiệp,SEARCH,2025-05-14T22:00:00+00:00
user-0228,354,Giáo dục,SEARCH,2025-05-15T00:00:00+00:00
user-0299,249,Công nghệ,VIEW,2025-05-15T02:00:00+00:00
user-0052,552,Công nghệ,VIEW,2025-05-15T04:00:00+00:00
user-0288,352,Khởi nghiệp,SEARCH,2025-05-15T06:00:00+00:00
user-0171,187,Khởi nghiệp,VIEW,2025-05-15T08:00:00+00:00
user-0133,549,Môi trường,VIEW,2025-05-15T10:00:00+00:00
user-0093,472,Khởi nghiệp,SEARCH,2025-05-15T12:00:00+00:00
user-0222,969,Giáo dục,VIEW,2025-05-15T14:00:00+00:00
user-0086,938,Khởi nghiệp,FOLLOW,2025-05-15T16:00:00+00:00
user-0185,648,Môi trường,FOLLOW,2025-05-15T18:00:00+00:00
user-0255,33,Y tế,SEARCH,2025-05-15T20:00:00+00:00
user-0025,13,Y tế,SEARCH,2025-05-15T22:00:00+00:00
user-0285,571,Giáo dục,SEARCH,2025-05-16T00:00:00+00:00
user-0249,434,Môi trường,FOLLOW,2025-05-16T02:00:00+00:00
user-0110,677,Y tế,CONTRIBUTE,2025-05-16T04:00:00+00:00
user-0006,33,Y tế,FOLLOW,2025-05-16T06:00:00+00:00
user-0064,919,Công nghệ,SEARCH,2025-05-16T08:00:00+00:00
user-0088,623,Công nghệ,SEARCH,2025-05-16T10:00:00+00:00
user-0125,941,Y tế,SEARCH,2025-05-16T12:00:00+00:00
user-0248,929,Y tế,VIEW,2025-05-16T14:00:00+00:00
user-0186,151,Khởi nghiệp,VIEW,2025-05-16T16:00:00+00:00
user-0133,698,Môi trường,VIEW,2025-05-16T18:00:00+00:00
user-0227,126,Công nghệ,VIEW,2025-05-16T20:00:00+00:00
user-0190,78,Y tế,FOLLOW,2025-05-16T22:00:00+00:00
user-0158,399,Văn hóa,VIEW,2025-05-17T00:00:00+00:00
user-0005,643,Khởi nghiệp,SEARCH,2025-05-17T02:00:00+00:00
user-0293,162,Khởi nghiệp,VIEW,2025-05-17T04:00:00+00:00
user-0020,467,Y tế,FOLLOW,2025-05-17T06:00:00+00:00
user-0010,499,Giáo dục,VIEW,2025-05-17T08:00:00+00:00
user-0282,696,Khởi nghiệp,VIEW,2025-05-17T10:00:00+00:00
user-0229,105,Văn hóa,VIEW,2025-05-17T12:00:00+00:00
user-0188,733,Môi trường,SEARCH,2025-05-17T14:00:00+00:00
user-0233,220,Văn hóa,FOLLOW,2025-05-17T16:00:00+00:00
user-0043,257,Công nghệ,VIEW,2025-05-17T18:00:00+00:00
user-0038,401,Môi trường,VIEW,2025-05-17T20:00:00+00:00
user-0116,524,Y tế,VIEW,2025-05-17T22:00:00+00:00
user-0188,575,Môi trường,CONTRIBUTE,2025-05-18T00:00:00+00:00
user-0251,179,Giáo dục,VIEW,2025-05-18T02:00:00+00:00
user-0090,498,Khởi nghiệp,SEARCH,2025-05-18T04:00:00+00:00
user-0188,411,Môi trường,VIEW,2025-05-18T06:00:00+00:00
user-0009,904,Y tế,FOLLOW,2025-05-18T08:00:00+00:00
user-0168,162,Khởi nghiệp,SEARCH,2025-05-18T10:00:00+00:00
user-0205,71,Giáo dục,VIEW,2025-05-18T12:00:00+00:00
user-0162,104,Văn hóa,VIEW,2025-05-18T14:00:00+00:00
user-0100,439,Công nghệ,VIEW,2025-05-18T16:00:00+00:00
user-0014,183,Y tế,FOLLOW,2025-05-18T18:00:00+00:00
user-0061,269,Y tế,CONTRIBUTE,2025-05-18T20:00:00+00:00
user-0089,228,Môi trường,SEARCH,2025-05-18T22:00:00+00:00
user-0053,402,Công nghệ,VIEW,2025-05-19T00:00:00+00:00
user-0149,208,Giáo dục,CONTRIBUTE,2025-05-19T02:00:00+00:00
user-0191,903,Môi trường,VIEW,2025-05-19T04:00:00+00:00
user-0032,690,Môi trường,FOLLOW,2025-05-19T06:00:00+00:00
user-0028,137,Khởi nghiệp,VIEW,2025-05-19T08:00:00+00:00
user-0292,564,Công nghệ,SEARCH,2025-05-19T10:00:00+00:00
user-0232,963,Khởi nghiệp,SEARCH,2025-05-19T12:00:00+00:00
user-0147,380,Văn hóa,VIEW,2025-05-19T14:00:00+00:00
user-0208,587,Y tế,VIEW,2025-05-19T16:00:00+00:00
user-0263,601,Môi trường,VIEW,2025-05-19T18:00:00+00:00
user-0142,173,Môi trường,SEARCH,2025-05-19T20:00:00+00:00
user-0062,573,Môi trường,FOLLOW,2025-05-19T22:00:00+00:00
user-0083,440,Y tế,CONTRIBUTE,2025-05-20T00:00:00+00:00
user-0127,198,Giáo dục,VIEW,2025-05-20T02:00:00+00:00
user-0025,560,Giáo dục,VIEW,2025-05-20T04:00:00+00:00
user-0200,926,Y tế,SEARCH,2025-05-20T06:00:00+00:00
user-0051,523,Văn hóa,VIEW,2025-05-20T08:00:00+00:00
user-0253,655,Giáo dục,VIEW,2025-05-20T10:00:00+00:00
user-0244,692,Khởi nghiệp,VIEW,2025-05-20T12:00:00+00:00
user-0094,599,Khởi nghiệp,VIEW,2025-05-20T14:00:00+00:00
user-0173,140,Văn hóa,VIEW,2025-05-20T16:00:00+00:00
user-0260,789,Công nghệ,SEARCH,2025-05-20T18:00:00+00:00
user-0283,580,Giáo dục,VIEW,2025-05-20T20:00:00+00:00
user-0127,231,Môi trường,VIEW,2025-05-20T22:00:00+00:00
user-0104,788,Y tế,FOLLOW,2025-05-21T00:00:00+00:00
user-0025,522,Y tế,SEARCH,2025-05-21T02:00:00+00:00
user-0215,663,Văn hóa,SEARCH,2025-05-21T04:00:00+00:00
user-0055,911,Công nghệ,VIEW,2025-05-21T06:00:00+00:00
user-0294,476,Môi trường,VIEW,2025-05-21T08:00:00+00:00
user-0036,632,Công nghệ,SEARCH,2025-05-21T10:00:00+00:00
user-0090,155,Y tế,VIEW,2025-05-21T12:00:00+00:00
user-0158,480,Giáo dục,VIEW,2025-05-21T14:00:00+00:00
user-0011,538,Giáo dục,VIEW,2025-05-21T16:00:00+00:00
user-0297,864,Giáo dục,SEARCH,2025-05-21T18:00:00+00:00
user-0021,309,Giáo dục,VIEW,2025-05-21T20:00:00+00:00
user-0003,186,Giáo dục,VIEW,2025-05-21T22:00:00+00:00
user-0177,622,Văn hóa,SEARCH,2025-05-22T00:00:00+00:00
user-0243,871,Văn hóa,VIEW,2025-05-22T02:00:00+00:00
user-0098,415,Văn hóa,VIEW,2025-05-22T04:00:00+00:00
user-0221,938,Khởi nghiệp,SEARCH,2025-05-22T06:00:00+00:00
user-0003,909,Môi trường,VIEW,2025-05-22T08:00:00+00:00
user-0209,933,Giáo dục,VIEW,2025-05-22T10:00:00+00:00
user-0031,405,Giáo dục,VIEW,2025-05-22T12:00:00+00:00
user-0232,165,Y tế,VIEW,2025-05-22T14:00:00+00:00
user-0084,81,Giáo dục,SEARCH,2025-05-22T16:00:00+00:00
user-0272,679,Văn hóa,VIEW,2025-05-22T18:00:00+00:00
user-0261,664,Công nghệ,CONTRIBUTE,2025-05-22T20:00:00+00:00
user-0252,15,Khởi nghiệp,FOLLOW,2025-05-22T22:00:00+00:00
user-0197,96,Y tế,SEARCH,2025-05-23T00:00:00+00:00
user-0096,471,Y tế,VIEW,2025-05-23T02:00:00+00:00
user-0098,765,Văn hóa,SEARCH,2025-05-23T04:00:00+00:00
user-0233,814,Công nghệ,VIEW,2025-05-23T06:00:00+00:00
user-0290,704,Y tế,VIEW,2025-05-23T08:00:00+00:00
user-0057,806,Y tế,CONTRIBUTE,2025-05-23T10:00:00+00:00
user-0178,47,Giáo dục,VIEW,2025-05-23T12:00:00+00:00
user-0222,127,Giáo dục,SEARCH,2025-05-23T14:00:00+00:00
user-0174,619,Môi trường,VIEW,2025-05-23T16:00:00+00:00
user-0055,110,Văn hóa,CONTRIBUTE,2025-05-23T18:00:00+00:00
user-0073,168,Giáo dục,SEARCH,2025-05-23T20:00:00+00:00
user-0100,92,Môi trường,FOLLOW,2025-05-23T22:00:00+00:00
user-0242,694,Văn hóa,VIEW,2025-05-24T00:00:00+00:00
user-0294,325,Môi trường,VIEW,2025-05-24T02:00:00+00:00
user-0078,16,Công nghệ,FOLLOW,2025-05-24T04:00:00+00:00
user-0235,953,Môi trường,VIEW,2025-05-24T06:00:00+00:00
user-0114,732,Công nghệ,VIEW,2025-05-24T08:00:00+00:00
user-0231,89,Khởi nghiệp,VIEW,2025-05-24T10:00:00+00:00
user-0231,258,Văn hóa,VIEW,2025-05-24T12:00:00+00:00
user-0215,417,Văn hóa,VIEW,2025-05-24T14:00:00+00:00
user-0125,626,Văn hóa,VIEW,2025-05-24T16:00:00+00:00
user-0206,266,Môi trường,VIEW,2025-05-24T18:00:00+00:00
user-0158,54,Giáo dục,VIEW,2025-05-24T20:00:00+00:00
user-0286,54,Giáo dục,FOLLOW,2025-05-24T22:00:00+00:00
user-0235,272,Công nghệ,SEARCH,2025-05-25T00:00:00+00:00
user-0044,150,Văn hóa,VIEW,2025-05-25T02:00:00+00:00
user-0085,202,Công nghệ,SEARCH,2025-05-25T04:00:00+00:00
user-0039,58,Văn hóa,SEARCH,2025-05-25T06:00:00+00:00
user-0291,787,Y tế,SEARCH,2025-05-25T08:00:00+00:00
user-0113,748,Y tế,FOLLOW,2025-05-25T10:00:00+00:00
user-0219,692,Khởi nghiệp,VIEW,2025-05-25T12:00:00+00:00
user-0175,734,Giáo dục,FOLLOW,2025-05-25T14:00:00+00:00
user-0102,864,Giáo dục,CONTRIBUTE,2025-05-25T16:00:00+00:00
user-0072,980,Khởi nghiệp,FOLLOW,2025-05-25T18:00:00+00:00
user-0273,911,Công nghệ,SEARCH,2025-05-25T20:00:00+00:00
user-0221,313,Y tế,SEARCH,2025-05-25T22:00:00+00:00
user-0115,629,Khởi nghiệp,VIEW,2025-05-26T00:00:00+00:00
user-0054,501,Công nghệ,SEARCH,2025-05-26T02:00:00+00:00
user-0238,982,Khởi nghiệp,FOLLOW,2025-05-26T04:00:00+00:00
user-0067,315,Y tế,SEARCH,2025-05-26T06:00:00+00:00
user-0296,200,Y tế,SEARCH,2025-05-26T08:00:00+00:00
user-0223,164,Công nghệ,VIEW,2025-05-26T10:00:00+00:00
user-0209,2,Y tế,FOLLOW,2025-05-26T12:00:00+00:00
user-0067,805,Khởi nghiệp,VIEW,2025-05-26T14:00:00+00:00
user-0161,219,Giáo dục,SEARCH,2025-05-26T16:00:00+00:00
user-0088,257,Công nghệ,VIEW,2025-05-26T18:00:00+00:00
user-0281,489,Văn hóa,FOLLOW,2025-05-26T20:00:00+00:00
user-0155,792,Công nghệ,SEARCH,2025-05-26T22:00:00+00:00
user-0154,855,Môi trường,CONTRIBUTE,2025-05-27T00:00:00+00:00
user-0070,505,Khởi nghiệp,FOLLOW,2025-05-27T02:00:00+00:00
user-0145,280,Khởi nghiệp,VIEW,2025-05-27T04:00:00+00:00
user-0108,865,Công nghệ,VIEW,2025-05-27T06:00:00+00:00
user-0282,928,Công nghệ,FOLLOW,2025-05-27T08:00:00+00:00
user-0284,590,Y tế,SEARCH,2025-05-27T10:00:00+00:00
user-0282,911,Công nghệ,CONTRIBUTE,2025-05-27T12:00:00+00:00
user-0279,432,Văn hóa,SEARCH,2025-05-27T14:00:00+00:00
user-0294,944,Môi trường,VIEW,2025-05-27T16:00:00+00:00
user-0014,593,Môi trường,CONTRIBUTE,2025-05-27T18:00:00+00:00
user-0263,411,Môi trường,SEARCH,2025-05-27T20:00:00+00:00
user-0167,364,Giáo dục,SEARCH,2025-05-27T22:00:00+00:00
user-0226,604,Y tế,VIEW,2025-05-28T00:00:00+00:00
user-0238,530,Văn hóa,SEARCH,2025-05-28T02:00:00+00:00
user-0243,137,Khởi nghiệp,CONTRIBUTE,2025-05-28T04:00:00+00:00
user-0208,973,Khởi nghiệp,VIEW,2025-05-28T06:00:00+00:00
user-0148,806,Y tế,VIEW,2025-05-28T08:00:00+00:00
user-0281,942,Khởi nghiệp,FOLLOW,2025-05-28T10:00:00+00:00
user-0240,240,Khởi nghiệp,VIEW,2025-05-28T12:00:00+00:00
user-0034,232,Y tế,SEARCH,2025-05-28T14:00:00+00:00
user-0295,316,Văn hóa,FOLLOW,2025-05-28T16:00:00+00:00
user-0109,613,Công nghệ,FOLLOW,2025-05-28T18:00:00+00:00
user-0103,638,Giáo dục,FOLLOW,2025-05-28T20:00:00+00:00
user-0041,806,Y tế,VIEW,2025-05-28T22:00:00+00:00
user-0222,168,Giáo dục,VIEW,2025-05-29T00:00:00+00:00
user-0299,111,Công nghệ,SEARCH,2025-05-29T02:00:00+00:00
user-0061,762,Y tế,VIEW,2025-05-29T04:00:00+00:00
user-0266,417,Văn hóa,SEARCH,2025-05-29T06:00:00+00:00
user-0038,524,Y tế,VIEW,2025-05-29T08:00:00+00:00
user-0212,614,Môi trường,VIEW,2025-05-29T10:00:00+00:00
user-0104,213,Giáo dục,SEARCH,2025-05-29T12:00:00+00:00
user-0194,209,Khởi nghiệp,FOLLOW,2025-05-29T14:00:00+00:00
user-0033,70,Công nghệ,VIEW,2025-05-29T16:00:00+00:00
user-0004,718,Công nghệ,CONTRIBUTE,2025-05-29T18:00:00+00:00
user-0178,854,Giáo dục,VIEW,2025-05-29T20:00:00+00:00
user-0080,180,Công nghệ,SEARCH,2025-05-29T22:00:00+00:00
user-0122,598,Văn hóa,FOLLOW,2025-05-30T00:00:00+00:00
user-0160,225,Công nghệ,SEARCH,2025-05-30T02:00:00+00:00
user-0298,448,Văn hóa,SEARCH,2025-05-30T04:00:00+00:00
user-0257,422,Văn hóa,CONTRIBUTE,2025-05-30T06:00:00+00:00
user-0241,757,Khởi nghiệp,VIEW,2025-05-30T08:00:00+00:00
user-0146,273,Văn hóa,FOLLOW,2025-05-30T10:00:00+00:00
user-0210,93,Môi trường,VIEW,2025-05-30T12:00:00+00:00
user-0145,946,Giáo dục,SEARCH,2025-05-30T14:00:00+00:00
user-0152,733,Môi trường,CONTRIBUTE,2025-05-30T16:00:00+00:00
user-0198,267,Giáo dục,VIEW,2025-05-30T18:00:00+00:00
user-0284,967,Môi trường,FOLLOW,2025-05-30T20:00:00+00:00
user-0269,712,Văn hóa,FOLLOW,2025-05-30T22:00:00+00:00
user-0088,501,Công nghệ,SEARCH,2025-05-31T00:00:00+00:00
user-0126,221,Giáo dục,VIEW,2025-05-31T02:00:00+00:00
user-0159,187,Khởi nghiệp,VIEW,2025-05-31T04:00:00+00:00
user-0116,256,Khởi nghiệp,VIEW,2025-05-31T06:00:00+00:00
user-0298,201,Y tế,CONTRIBUTE,2025-05-31T08:00:00+00:00
user-0225,98,Giáo dục,SEARCH,2025-05-31T10:00:00+00:00
user-0104,198,Giáo dục,CONTRIBUTE,2025-05-31T12:00:00+00:00
user-0040,980,Khởi nghiệp,SEARCH,2025-05-31T14:00:00+00:00
user-0049,373,Khởi nghiệp,FOLLOW,2025-05-31T16:00:00+00:00
user-0111,761,Y tế,VIEW,2025-05-31T18:00:00+00:00
user-0250,56,Khởi nghiệp,SEARCH,2025-05-31T20:00:00+00:00
user-0242,247,Văn hóa,VIEW,2025-05-31T22:00:00+00:00
user-0162,598,Văn hóa,FOLLOW,2025-06-01T00:00:00+00:00
user-0100,243,Y tế,VIEW,2025-06-01T02:00:00+00:00
user-0086,318,Khởi nghiệp,VIEW,2025-06-01T04:00:00+00:00
user-0176,736,Môi trường,VIEW,2025-06-01T06:00:00+00:00
user-0216,557,Khởi nghiệp,VIEW,2025-06-01T08:00:00+00:00
user-0228,934,Văn hóa,FOLLOW,2025-06-01T10:00:00+00:00
user-0024,233,Giáo dục,VIEW,2025-06-01T12:00:00+00:00
user-0174,763,Môi trường,SEARCH,2025-06-01T14:00:00+00:00
user-0204,416,Khởi nghiệp,SEARCH,2025-06-01T16:00:00+00:00
user-0151,29,Văn hóa,VIEW,2025-06-01T18:00:00+00:00
user-0212,905,Môi trường,CONTRIBUTE,2025-06-01T20:00:00+00:00
user-0214,88,Khởi nghiệp,VIEW,2025-06-01T22:00:00+00:00
user-0106,373,Khởi nghiệp,VIEW,2025-06-02T00:00:00+00:00
user-0073,249,Công nghệ,VIEW,2025-06-02T02:00:00+00:00
user-0175,221,Giáo dục,SEARCH,2025-06-02T04:00:00+00:00
user-0068,403,Y tế,FOLLOW,2025-06-02T06:00:00+00:00
user-0104,538,Giáo dục,SEARCH,2025-06-02T08:00:00+00:00
user-0091,192,Văn hóa,SEARCH,2025-06-02T10:00:00+00:00
user-0288,983,Khởi nghiệp,VIEW,2025-06-02T12:00:00+00:00
user-0093,882,Khởi nghiệp,VIEW,2025-06-02T14:00:00+00:00
user-0174,401,Môi trường,VIEW,2025-06-02T16:00:00+00:00
user-0051,414,Khởi nghiệp,VIEW,2025-06-02T18:00:00+00:00
user-0197,935,Công nghệ,FOLLOW,2025-06-02T20:00:00+00:00
user-0156,135,Văn hóa,VIEW,2025-06-02T22:00:00+00:00
user-0019,399,Văn hóa,SEARCH,2025-06-03T00:00:00+00:00
user-0083,904,Y tế,VIEW,2025-06-03T02:00:00+00:00
user-0200,935,Công nghệ,SEARCH,2025-06-03T04:00:00+00:00
user-0123,948,Văn hóa,VIEW,2025-06-03T06:00:00+00:00
user-0032,215,Môi trường,VIEW,2025-06-03T08:00:00+00:00
user-0120,288,Môi trường,VIEW,2025-06-03T10:00:00+00:00
user-0220,584,Y tế,SEARCH,2025-06-03T12:00:00+00:00
user-0075,283,Văn hóa,FOLLOW,2025-06-03T14:00:00+00:00
user-0135,369,Y tế,VIEW,2025-06-03T16:00:00+00:00
user-0299,16,Công nghệ,SEARCH,2025-06-03T18:00:00+00:00
user-0156,204,Văn hóa,VIEW,2025-06-03T20:00:00+00:00
user-0273,311,Y tế,FOLLOW,2025-06-03T22:00:00+00:00
user-0167,521,Môi trường,FOLLOW,2025-06-04T00:00:00+00:00
user-0284,365,Môi trường,SEARCH,2025-06-04T02:00:00+00:00
user-0169,32,Khởi nghiệp,VIEW,2025-06-04T04:00:00+00:00
user-0258,914,Môi trường,VIEW,2025-06-04T06:00:00+00:00
user-0037,660,Công nghệ,SEARCH,2025-06-04T08:00:00+00:00
user-0200,358,Y tế,VIEW,2025-06-04T10:00:00+00:00
user-0272,831,Công nghệ,VIEW,2025-06-04T12:00:00+00:00
user-0033,225,Công nghệ,VIEW,2025-06-04T14:00:00+00:00
user-0017,228,Môi trường,VIEW,2025-06-04T16:00:00+00:00
user-0287,472,Khởi nghiệp,FOLLOW,2025-06-04T18:00:00+00:00
user-0177,71,Giáo dục,FOLLOW,2025-06-04T20:00:00+00:00
user-0055,671,Giáo dục,SEARCH,2025-06-04T22:00:00+00:00
user-0262,829,Khởi nghiệp,SEARCH,2025-06-05T00:00:00+00:00
user-0235,290,Công nghệ,SEARCH,2025-06-05T02:00:00+00:00
user-0248,747,Công nghệ,FOLLOW,2025-06-05T04:00:00+00:00
user-0051,737,Văn hóa,SEARCH,2025-06-05T06:00:00+00:00
user-0189,161,Khởi nghiệp,VIEW,2025-06-05T08:00:00+00:00
user-0038,237,Y tế,CONTRIBUTE,2025-06-05T10:00:00+00:00
user-0168,806,Y tế,SEARCH,2025-06-05T12:00:00+00:00
user-0072,287,Khởi nghiệp,VIEW,2025-06-05T14:00:00+00:00
user-0243,939,Khởi nghiệp,VIEW,2025-06-05T16:00:00+00:00
user-0077,323,Công nghệ,SEARCH,2025-06-05T18:00:00+00:00
user-0057,448,Văn hóa,SEARCH,2025-06-05T20:00:00+00:00
user-0089,414,Khởi nghiệp,SEARCH,2025-06-05T22:00:00+00:00
user-0124,237,Y tế,VIEW,2025-06-06T00:00:00+00:00
user-0059,82,Khởi nghiệp,SEARCH,2025-06-06T02:00:00+00:00
user-0254,858,Giáo dục,VIEW,2025-06-06T04:00:00+00:00
user-0030,128,Văn hóa,FOLLOW,2025-06-06T06:00:00+00:00
user-0050,265,Khởi nghiệp,VIEW,2025-06-06T08:00:00+00:00
user-0251,218,Giáo dục,SEARCH,2025-06-06T10:00:00+00:00
user-0219,200,Y tế,FOLLOW,2025-06-06T12:00:00+00:00
user-0229,695,Môi trường,FOLLOW,2025-06-06T14:00:00+00:00
user-0195,301,Khởi nghiệp,SEARCH,2025-06-06T16:00:00+00:00
user-0181,47,Giáo dục,FOLLOW,2025-06-06T18:00:00+00:00
user-0014,517,Y tế,VIEW,2025-06-06T20:00:00+00:00
user-0023,181,Môi trường,FOLLOW,2025-06-06T22:00:00+00:00
user-0124,99,Y tế,FOLLOW,2025-06-07T00:00:00+00:00
user-0060,328,Văn hóa,VIEW,2025-06-07T02:00:00+00:00
user-0201,781,Khởi nghiệp,SEARCH,2025-06-07T04:00:00+00:00
user-0094,852,Công nghệ,VIEW,2025-06-07T06:00:00+00:00
user-0243,463,Y tế,VIEW,2025-06-07T08:00:00+00:00
user-0097,767,Môi trường,VIEW,2025-06-07T10:00:00+00:00
user-0096,149,Văn hóa,CONTRIBUTE,2025-06-07T12:00:00+00:00
